Year,Province,NAICS,Gender,Age group,Hourly Wage,525
2024,Saskatchewan,Educational services  ,Women ,25 to 54 years,37.47,
2024,Saskatchewan,"Finance, insurance, real estate, rental and leasing  ",Men ,25 to 54 years,45.13,
2024,Saskatchewan,"Finance, insurance, real estate, rental and leasing  ",Women ,25 to 54 years,36.57,
2024,Saskatchewan,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,25 to 54 years,50.3,
2024,Saskatchewan,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,25 to 54 years,42.86,
2024,Saskatchewan,Health care and social assistance  ,Men ,25 to 54 years,32.37,
2024,Saskatchewan,Health care and social assistance  ,Women ,25 to 54 years,32.68,
2024,Saskatchewan,"Information, culture and recreation  ",Men ,25 to 54 years,32.42,
2024,Saskatchewan,"Information, culture and recreation  ",Women ,25 to 54 years,31.43,
2024,Saskatchewan,Manufacturing  ,Men ,25 to 54 years,35.88,
2024,Saskatchewan,Manufacturing  ,Women ,25 to 54 years,27.9,
2024,Saskatchewan,Other services (except public administration)  ,Men ,25 to 54 years,33.6,
2024,Saskatchewan,Other services (except public administration)  ,Women ,25 to 54 years,27.52,
2024,Saskatchewan,"Professional, scientific and technical services  ",Men ,25 to 54 years,43.16,
2024,Saskatchewan,"Professional, scientific and technical services  ",Women ,25 to 54 years,37.82,
2024,Saskatchewan,Public administration  ,Men ,25 to 54 years,44.09,
2024,Saskatchewan,Public administration  ,Women ,25 to 54 years,40.98,
2024,Saskatchewan,Transportation and warehousing  ,Men ,25 to 54 years,34.42,
2024,Saskatchewan,Transportation and warehousing  ,Women ,25 to 54 years,27.63,
2024,Saskatchewan,Utilities  ,Men ,25 to 54 years,53.75,
2024,Saskatchewan,Utilities  ,Women ,25 to 54 years,44.65,
2024,Saskatchewan,Wholesale and retail trade  ,Men ,25 to 54 years,31.56,
2024,Saskatchewan,Wholesale and retail trade  ,Women ,25 to 54 years,26,
2024,Saskatchewan,Accommodation and food services  ,Men ,55 years and over,26.6,
2024,Saskatchewan,Accommodation and food services  ,Women ,55 years and over,16.75,
2024,Saskatchewan,Agriculture  ,Men ,55 years and over,30.64,
2024,Saskatchewan,Agriculture  ,Women ,55 years and over,20.65,
2024,Saskatchewan,"Business, building and other support services  ",Men ,55 years and over,27.14,
2024,Saskatchewan,"Business, building and other support services  ",Women ,55 years and over,26.97,
2024,Saskatchewan,Construction  ,Men ,55 years and over,36.18,
2024,Saskatchewan,Construction  ,Women ,55 years and over,30.68,
2024,Saskatchewan,Educational services  ,Men ,55 years and over,46.17,
2024,Saskatchewan,Educational services  ,Women ,55 years and over,35.09,
2024,Saskatchewan,"Finance, insurance, real estate, rental and leasing  ",Men ,55 years and over,44.05,
2024,Saskatchewan,"Finance, insurance, real estate, rental and leasing  ",Women ,55 years and over,39.02,
2024,Saskatchewan,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,55 years and over,50.51,
2024,Saskatchewan,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,55 years and over,,
2024,Saskatchewan,Health care and social assistance  ,Men ,55 years and over,33.45,
2024,Saskatchewan,Health care and social assistance  ,Women ,55 years and over,32.64,
2024,Saskatchewan,"Information, culture and recreation  ",Men ,55 years and over,34.23,
2024,Saskatchewan,"Information, culture and recreation  ",Women ,55 years and over,32.09,
2024,Saskatchewan,Manufacturing  ,Men ,55 years and over,34.51,
2024,Saskatchewan,Manufacturing  ,Women ,55 years and over,24.13,
2024,Saskatchewan,Other services (except public administration)  ,Men ,55 years and over,34.29,
2024,Saskatchewan,Other services (except public administration)  ,Women ,55 years and over,27.24,
2024,Saskatchewan,"Professional, scientific and technical services  ",Men ,55 years and over,51.42,
2024,Saskatchewan,"Professional, scientific and technical services  ",Women ,55 years and over,32.32,
2024,Saskatchewan,Public administration  ,Men ,55 years and over,41.52,
2024,Saskatchewan,Public administration  ,Women ,55 years and over,43.16,
2024,Saskatchewan,Transportation and warehousing  ,Men ,55 years and over,31.69,
2024,Saskatchewan,Transportation and warehousing  ,Women ,55 years and over,26.88,
2024,Saskatchewan,Utilities  ,Men ,55 years and over,50.39,
2024,Saskatchewan,Utilities  ,Women ,55 years and over,,
2024,Saskatchewan,Wholesale and retail trade  ,Men ,55 years and over,33.02,
2024,Saskatchewan,Wholesale and retail trade  ,Women ,55 years and over,22.89,
2025,Alberta,Accommodation and food services  ,Men ,15 to 24 years,16.94,
2025,Alberta,Accommodation and food services  ,Women ,15 to 24 years,17.83,
2025,Alberta,Agriculture  ,Men ,15 to 24 years,22.78,
2025,Alberta,Agriculture  ,Women ,15 to 24 years,,
2025,Alberta,"Business, building and other support services  ",Men ,15 to 24 years,22.44,
2025,Alberta,"Business, building and other support services  ",Women ,15 to 24 years,22.99,
2025,Alberta,Construction  ,Men ,15 to 24 years,25.73,
2025,Alberta,Construction  ,Women ,15 to 24 years,22.62,
2025,Alberta,Educational services  ,Men ,15 to 24 years,28.09,
2025,Alberta,Educational services  ,Women ,15 to 24 years,23.45,
2025,Alberta,"Finance, insurance, real estate, rental and leasing  ",Men ,15 to 24 years,23.3,
2025,Alberta,"Finance, insurance, real estate, rental and leasing  ",Women ,15 to 24 years,22.85,
2025,Alberta,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,15 to 24 years,32.67,
2025,Alberta,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,15 to 24 years,,
2025,Alberta,Health care and social assistance  ,Men ,15 to 24 years,21.26,
2025,Alberta,Health care and social assistance  ,Women ,15 to 24 years,23.78,
2025,Alberta,"Information, culture and recreation  ",Men ,15 to 24 years,20.1,
2025,Alberta,"Information, culture and recreation  ",Women ,15 to 24 years,18.47,
2025,Alberta,Manufacturing  ,Men ,15 to 24 years,23.06,
2025,Alberta,Manufacturing  ,Women ,15 to 24 years,23.15,
2025,Alberta,Other services (except public administration)  ,Men ,15 to 24 years,23.51,
2025,Alberta,Other services (except public administration)  ,Women ,15 to 24 years,20.79,
2025,Alberta,"Professional, scientific and technical services  ",Men ,15 to 24 years,28.81,
2025,Alberta,"Professional, scientific and technical services  ",Women ,15 to 24 years,26.47,
2025,Alberta,Public administration  ,Men ,15 to 24 years,23.56,
2025,Alberta,Public administration  ,Women ,15 to 24 years,26.33,
2025,Alberta,Transportation and warehousing  ,Men ,15 to 24 years,28.52,
2025,Alberta,Transportation and warehousing  ,Women ,15 to 24 years,23.04,
2025,Alberta,Utilities  ,Men ,15 to 24 years,,
2025,Alberta,Utilities  ,Women ,15 to 24 years,,
2025,Alberta,Wholesale and retail trade  ,Men ,15 to 24 years,19.71,
2025,Alberta,Wholesale and retail trade  ,Women ,15 to 24 years,16.93,
2025,Alberta,Accommodation and food services  ,Men ,25 to 54 years,21.44,
2025,Alberta,Accommodation and food services  ,Women ,25 to 54 years,20.58,
2025,Alberta,Agriculture  ,Men ,25 to 54 years,28.07,
2025,Alberta,Agriculture  ,Women ,25 to 54 years,26.65,
2025,Alberta,"Business, building and other support services  ",Men ,25 to 54 years,32.27,
2025,Alberta,"Business, building and other support services  ",Women ,25 to 54 years,28.45,
2025,Alberta,Construction  ,Men ,25 to 54 years,41.13,
2025,Alberta,Construction  ,Women ,25 to 54 years,36.56,
2025,Alberta,Educational services  ,Men ,25 to 54 years,43.31,
2025,Alberta,Educational services  ,Women ,25 to 54 years,40.4,
2025,Alberta,"Finance, insurance, real estate, rental and leasing  ",Men ,25 to 54 years,52.78,
2025,Alberta,"Finance, insurance, real estate, rental and leasing  ",Women ,25 to 54 years,39.09,
2025,Alberta,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,25 to 54 years,61.06,
2025,Alberta,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,25 to 54 years,57.8,
2025,Alberta,Health care and social assistance  ,Men ,25 to 54 years,39.18,
2025,Alberta,Health care and social assistance  ,Women ,25 to 54 years,35.91,
2025,Alberta,"Information, culture and recreation  ",Men ,25 to 54 years,37.42,
2025,Alberta,"Information, culture and recreation  ",Women ,25 to 54 years,35,
2025,Alberta,Manufacturing  ,Men ,25 to 54 years,39.68,
2025,Alberta,Manufacturing  ,Women ,25 to 54 years,33.01,
2025,Alberta,Other services (except public administration)  ,Men ,25 to 54 years,38.11,
2025,Alberta,Other services (except public administration)  ,Women ,25 to 54 years,27.46,
2025,Alberta,"Professional, scientific and technical services  ",Men ,25 to 54 years,52,
2025,Alberta,"Professional, scientific and technical services  ",Women ,25 to 54 years,43.89,
2025,Alberta,Public administration  ,Men ,25 to 54 years,49.57,
2025,Alberta,Public administration  ,Women ,25 to 54 years,45.68,
2025,Alberta,Transportation and warehousing  ,Men ,25 to 54 years,40.05,
2025,Alberta,Transportation and warehousing  ,Women ,25 to 54 years,37.35,
2025,Alberta,Utilities  ,Men ,25 to 54 years,58.47,
2025,Alberta,Utilities  ,Women ,25 to 54 years,56.24,
2025,Alberta,Wholesale and retail trade  ,Men ,25 to 54 years,38.14,
2025,Alberta,Wholesale and retail trade  ,Women ,25 to 54 years,26.66,
2025,Alberta,Accommodation and food services  ,Men ,55 years and over,26.82,
2025,Alberta,Accommodation and food services  ,Women ,55 years and over,19.35,
2025,Alberta,Agriculture  ,Men ,55 years and over,35.51,
2025,Alberta,Agriculture  ,Women ,55 years and over,,
2025,Alberta,"Business, building and other support services  ",Men ,55 years and over,36.06,
2025,Alberta,"Business, building and other support services  ",Women ,55 years and over,24.92,
2025,Alberta,Construction  ,Men ,55 years and over,43.61,
2025,Alberta,Construction  ,Women ,55 years and over,38.38,
2025,Alberta,Educational services  ,Men ,55 years and over,48.65,
2025,Alberta,Educational services  ,Women ,55 years and over,42.09,
2025,Alberta,"Finance, insurance, real estate, rental and leasing  ",Men ,55 years and over,43.22,
2025,Alberta,"Finance, insurance, real estate, rental and leasing  ",Women ,55 years and over,38.64,
2025,Alberta,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,55 years and over,65.62,
2025,Alberta,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,55 years and over,49.25,
2025,Alberta,Health care and social assistance  ,Men ,55 years and over,47.13,
2025,Alberta,Health care and social assistance  ,Women ,55 years and over,35.77,
2025,Alberta,"Information, culture and recreation  ",Men ,55 years and over,35.96,
2025,Alberta,"Information, culture and recreation  ",Women ,55 years and over,25.98,
2025,Alberta,Manufacturing  ,Men ,55 years and over,39.2,
2025,Alberta,Manufacturing  ,Women ,55 years and over,34.64,
2025,Alberta,Other services (except public administration)  ,Men ,55 years and over,40.02,
2025,Alberta,Other services (except public administration)  ,Women ,55 years and over,28.87,
2025,Alberta,"Professional, scientific and technical services  ",Men ,55 years and over,61.76,
2025,Alberta,"Professional, scientific and technical services  ",Women ,55 years and over,43.88,
2025,Alberta,Public administration  ,Men ,55 years and over,54.66,
2025,Alberta,Public administration  ,Women ,55 years and over,44.64,
2025,Alberta,Transportation and warehousing  ,Men ,55 years and over,37.81,
2025,Alberta,Transportation and warehousing  ,Women ,55 years and over,30.82,
2025,Alberta,Utilities  ,Men ,55 years and over,65.6,
2025,Alberta,Utilities  ,Women ,55 years and over,,
2025,Alberta,Wholesale and retail trade  ,Men ,55 years and over,34.25,
2025,Alberta,Wholesale and retail trade  ,Women ,55 years and over,25.61,
2025,British Columbia,Accommodation and food services  ,Men ,15 to 24 years,19.68,
2025,British Columbia,Accommodation and food services  ,Women ,15 to 24 years,20.34,
2025,British Columbia,Agriculture  ,Men ,15 to 24 years,23.36,
2025,British Columbia,Agriculture  ,Women ,15 to 24 years,,
2025,British Columbia,"Business, building and other support services  ",Men ,15 to 24 years,21.54,
2025,British Columbia,"Business, building and other support services  ",Women ,15 to 24 years,21.45,
2025,British Columbia,Construction  ,Men ,15 to 24 years,27.08,
2025,British Columbia,Construction  ,Women ,15 to 24 years,29.37,
2025,British Columbia,Educational services  ,Men ,15 to 24 years,25.14,
2025,British Columbia,Educational services  ,Women ,15 to 24 years,24.09,
